      date        h         min      t_sum  MLT   MLAT   GLON   GLAT
 28.12.2013      23         40      23.67  1.53   67.8  22.22  70.54
 29.12.2013       4         59       4.98 22.46   68.5 265.79  57.71
 29.12.2013      10         39      10.65   2.2  69.42 245.52  62.48
 30.12.2013       6          3       6.05 21.56  69.42 245.52  62.48
 31.12.2013       0          4       0.07  2.13  68.19  25.79  71.09
 31.12.2013       7         40       7.67 23.28  69.42 245.52  62.48
 01.01.2014       1         18       1.30 22.85  72.64  307.1  65.42
 01.01.2014       3         51       3.85 20.91   73.6 263.99  64.32
 01.01.2014       9         20       9.33  0.33  67.47 238.77  61.76
 01.01.2014      18         31      18.52  2.67  66.71 128.92  71.59
 02.01.2014       1         38       1.63    23  69.98 308.27  64.17
 02.01.2014      20         53      20.88 23.33  73.53   15.6     77
 02.01.2014      22         58      22.97  1.01  66.82  22.96  69.86
 03.01.2014       5         27       5.45  23.1  72.45 267.89  62.82
 04.01.2014       8         48       8.80  21.5  70.87 216.35  70.14
 04.01.2014      10         12      10.20 23.89  71.57 226.23  68.41
 04.01.2014      11         19      11.32  23.6  65.59 199.56  66.97
 04.01.2014      16         58      16.97 21.65  67.35  66.83  71.16
 04.01.2014      20         39      20.65 23.09  73.53   15.6     77
 05.01.2014       4         17       4.28  21.8  72.45 267.89  62.82
 05.01.2014       7         44       7.73  1.55  72.45 267.89  62.82
 06.01.2014      21         48      21.80 23.85  68.19  22.22  70.54
 07.01.2014       4         31       4.52  2.18  67.41 310.32     62
 07.01.2014       8         55       8.92   2.2   73.6 263.99  64.32
 07.01.2014      15         22      15.37  2.67  65.37 180.63  68.88
 07.01.2014      18         58      18.97  0.27  69.34   80.7  73.53
 07.01.2014      21         47      21.78 23.82  66.82  22.96  69.86
 08.01.2014      14         30      14.50  1.35  65.92  170.9  70.08
 08.01.2014      21         24      21.40 23.56  75.64  11.95  78.92
 08.01.2014      23         49      23.82  1.61   67.8  22.22  70.54
 09.01.2014       3          1       3.02  0.55  67.41 310.32     62
 09.01.2014       3         52       3.87  1.47  67.41 310.32     62
 09.01.2014       7         25       7.42  1.02   68.5 265.79  57.71
 09.01.2014      12         46      12.77   0.1  65.37 180.63  68.88
 09.01.2014      20          9      20.15  0.53  67.35  66.83  71.16
 09.01.2014      21         56      21.93  0.08  75.64  11.95  78.92
 10.01.2014      14         19      14.32  2.64  70.64 203.38  71.32
 11.01.2014      19          4      19.07 23.48  67.35  66.83  71.16
 12.01.2014       5         26       5.43    23  72.45 267.89  62.82
 12.01.2014      10         37      10.62  2.33  67.48 248.89  58.77
 12.01.2014      21         43      21.72 23.64  71.89   19.2   74.5
 13.01.2014       3         29       3.48  0.91  71.43 308.27  64.17
 13.01.2014      11         53      11.88  0.13  65.59 199.56  66.97
 14.01.2014       0         16       0.27  2.26  68.19  22.22  70.54
 14.01.2014       4          2       4.03 21.01   73.6 263.99  64.32
 14.01.2014       7         24       7.40  0.96   68.5 265.79  57.71
 14.01.2014      11         23      11.38  2.82  69.42 245.52  62.48
 14.01.2014      12         45      12.75  2.24  66.59 218.84  64.78
 14.01.2014      16         43      16.72  1.05  66.71 128.92  71.59
 14.01.2014      21         22      21.37 22.79  66.86  16.03   69.3
 14.01.2014      22         43      22.72  0.61  71.89   19.2   74.5
 15.01.2014       5         52       5.87 23.45  72.45 267.89  62.82
 15.01.2014      10         43      10.72 22.79  70.64 203.38  71.32
 16.01.2014       6         47       6.78  2.19  73.47  283.4   64.2
 16.01.2014       8         45       8.75 22.38  71.57 226.23  68.41
 16.01.2014      12         50      12.83  1.06  70.64 203.38  71.32
 17.01.2014      12         49      12.82  1.03  70.64 203.38  71.32
 17.01.2014      20         11      20.18 22.14  71.89   19.2   74.5
 17.01.2014      23          3      23.05  1.04  68.19  22.22  70.54
 20.01.2014       6         34       6.57  0.18  72.45 267.89  62.82
 20.01.2014       7         56       7.93 22.24  69.85 233.31  65.26
 20.01.2014      16         12      16.20 21.79  69.34   80.7  73.53
 21.01.2014       1         23       1.38  2.79  66.86  16.03   69.3
 21.01.2014       6         49       6.82  0.28   68.5 265.79  57.71
 21.01.2014      10         48      10.80  0.07  66.59 218.84  64.78
 21.01.2014      13         54      13.90  0.63  65.92  170.9  70.08
 22.01.2014       2         25       2.42 23.83  67.41 310.32     62
 22.01.2014       6          5       6.08 23.47   68.5 265.79  57.71
 22.01.2014       9         25       9.42 21.91  70.87 216.35  70.14
 22.01.2014      16         47      16.78 22.27  69.34   80.7  73.53
 22.01.2014      20         51      20.85 22.66   67.8  22.22  70.54
 23.01.2014       1         40       1.67 23.01  67.41 310.32     62
 23.01.2014       5         44       5.73 20.99  69.42 245.52  62.48
 23.01.2014       9         11       9.18 22.72  71.57 226.23  68.41
 23.01.2014      18         54      18.90  0.16  69.34   80.7  73.53
 24.01.2014       0         56       0.93  2.92  68.19  25.79  71.09
 24.01.2014      10         43      10.72 23.95  66.59 218.84  64.78
 25.01.2014       1         58       1.97  1.52  71.63 338.03  70.48
 25.01.2014       6         35       6.58  0.16  72.45 267.89  62.82
 25.01.2014      11         50      11.83   2.1  69.85 233.31  65.26
 25.01.2014      13          3      13.05   1.2  70.64 203.38  71.32
 25.01.2014      17          5      17.08  1.31  66.71 128.92  71.59
 25.01.2014      20         42      20.70 22.73  68.19  22.22  70.54
 26.01.2014       4          3       4.05  1.57  67.41 310.32     62
 26.01.2014       9          4       9.07   1.5     67 256.32  58.22
 26.01.2014      17         34      17.57  1.73  66.71 128.92  71.59
 26.01.2014      23          9      23.15  0.92   67.8  22.22  70.54
 27.01.2014      21         58      21.97 23.37  66.86  16.03   69.3
 28.01.2014       8         13       8.22  1.81  72.45 267.89  62.82
 28.01.2014      16         35      16.58  0.86  66.71 128.92  71.59
 28.01.2014      21         53      21.88 23.85   65.6   23.7  69.46
 29.01.2014       5          5       5.08 22.34   68.5 265.79  57.71
 29.01.2014       7         40       7.67 23.01  69.42 245.52  62.48
 29.01.2014      14          3      14.05  2.19  70.64 203.38  71.32
 29.01.2014      20         51      20.85 22.88  68.19  22.22  70.54
 30.01.2014       2         48       2.80  0.16  69.98 308.27  64.17
 01.02.2014      10         43      10.72  0.17  71.57 226.23  68.41
 01.02.2014      14         38      14.63  2.73  70.64 203.38  71.32
 01.02.2014      18         18      18.30  2.39  66.71 128.92  71.59
 01.02.2014      21         40      21.67  0.04  64.77  33.08  68.25
 02.02.2014       4         42       4.70  2.23  67.41 310.32     62
 03.02.2014       1         30       1.50 22.76  69.98 308.27  64.17
 03.02.2014       5         31       5.52 22.78   68.5 265.79  57.71
 03.02.2014      14         55      14.92  2.02  65.37 180.63  68.88
 03.02.2014      23         54      23.90  1.29  66.86  16.03   69.3
 05.02.2014      14         29      14.48  1.59  65.37 180.63  68.88
 06.02.2014       4         47       4.78  0.66   66.7  291.6   58.1
 06.02.2014       8         12       8.20   0.6     67 256.32  58.22
 07.02.2014       8         44       8.73  2.07   68.5 265.79  57.71
 07.02.2014      10         36      10.60 23.74  66.59 220.89  64.05
 07.02.2014      13         49      13.82  0.91  65.37 180.63  68.88
 07.02.2014      17         34      17.57 22.92  69.34   80.7  73.53
 07.02.2014      21         55      21.92 23.58  66.37  18.94  69.66
 08.02.2014       1         31       1.52  2.94  66.86  16.03   69.3
 08.02.2014       4         27       4.45  2.24  65.75 314.56  61.16
 08.02.2014      13         59      13.98  1.07  65.37 180.63  68.88
 09.02.2014       1         50       1.83  2.94  63.75   12.5  66.11
 09.02.2014      12         44      12.73 23.79  65.37 180.63  68.88
 09.02.2014      22         28      22.47 23.56  63.75   12.5  66.11
 10.02.2014       7          7       7.12  0.16   73.6 263.99  64.32
 10.02.2014      10         19      10.32 22.19  70.64 203.38  71.32
 10.02.2014      21         55      21.92 23.36  66.86  16.03   69.3
 11.02.2014       1         57       1.95 23.35  75.25 306.43  67.93
 11.02.2014      20         36      20.60  1.84  69.34   80.7  73.53
 11.02.2014      22          3      22.05   0.1  68.19  22.22  70.54
 12.02.2014       5         33       5.55 22.96  72.45 267.89  62.82
 12.02.2014      15         11      15.18  1.68  65.92  170.9  70.08
 12.02.2014      20          7      20.12 22.11  71.89   19.2   74.5
 15.02.2014      13         32      13.53  1.53  70.64 203.38  71.32
 15.02.2014      23         47      23.78  1.56  65.19  20.77  69.06
 16.02.2014      14         49      14.82  2.79  70.64 203.38  71.32
 17.02.2014       0         49       0.82  2.26  66.86  16.03   69.3
 17.02.2014      19         54      19.90 22.03  68.19  22.22  70.54
 17.02.2014      23         13      23.22  1.28  66.82  22.96  69.86
 18.02.2014      14         18      14.30  1.31  65.37 180.63  68.88
 18.02.2014      22         41      22.68  0.76  68.19  22.22  70.54
 19.02.2014      12         37      12.62  1.42  65.45 212.57  65.12
 19.02.2014      23          3      23.05  0.86  65.19  20.77  69.06
 20.02.2014       3         18       3.30  1.08  65.75 314.56  61.16
 21.02.2014       0         38       0.63  2.51  66.65  22.96  69.86
 21.02.2014       3         46       3.77  1.56  65.75 314.56  61.16
 21.02.2014       5         41       5.68  1.68  72.21 291.48  63.75
 21.02.2014      21          5      21.08  23.2  66.82  22.96  69.86
 22.02.2014       5         41       5.68 22.93   68.5 265.79  57.71
 22.02.2014       8         22       8.37 23.04  67.47 238.77  61.76
 22.02.2014      14         22      14.37  1.35  65.37 180.63  68.88
 22.02.2014      15         54      15.90   2.8  65.37 180.63  68.88
 22.02.2014      20         21      20.35 22.28   67.8  22.22  70.54
 23.02.2014       1         29       1.48  1.08  71.63 338.03  70.48
 23.02.2014       7          8       7.13 21.82  67.47 238.77  61.76
 23.02.2014      10         19      10.32 22.23  65.59 199.56  66.97
 23.02.2014      14         22      14.37 23.68  65.67 147.89  70.62
 24.02.2014       8         29       8.48 21.62  66.59 220.89  64.05
 24.02.2014      14         14      14.23 23.54  65.67 147.89  70.62
 24.02.2014      17         28      17.47 22.85  69.34   80.7  73.53
 24.02.2014      18         45      18.75  0.11  69.34   80.7  73.53
 25.02.2014      10         23      10.38 23.48  66.59 220.89  64.05
 25.02.2014      21         14      21.23 22.95  67.07  16.03   69.3
 26.02.2014       1         35       1.58 22.94  69.98 308.27  64.17
 27.02.2014      11         11      11.18  0.31  66.59 220.89  64.05
 28.02.2014       7         45       7.75  0.21  58.49  256.2  49.69
 01.03.2014       4         58       4.97 21.36  58.49  256.2  49.69
 01.03.2014      10         31      10.52   2.8     67 256.32  58.22
 01.03.2014      18         49      18.82  0.21  69.34   80.7  73.53
 01.03.2014      20         13      20.22  0.34  65.95  61.21   69.6
 01.03.2014      21         57      21.95  2.04  65.95  61.21   69.6
 02.03.2014       0          6       0.10  2.23  66.82  22.96  69.86
 03.03.2014       1          1       1.02  2.56  66.86  16.03   69.3
 03.03.2014       4          6       4.10  1.66  67.41 310.32     62
 03.03.2014       6         20       6.33 22.65     67 256.32  58.22
 03.03.2014      12         10      12.17  2.86  67.47 238.77  61.76
 04.03.2014       0         43       0.72  2.65   67.8  22.22  70.54
 04.03.2014       1         52       1.87 23.36  67.41 310.32     62
 04.03.2014       9         47       9.78  1.25  67.48 248.89  58.77
 04.03.2014      14          9      14.15  0.57  65.92  170.9  70.08
 04.03.2014      19         54      19.90   1.3  69.34   80.7  73.53
 04.03.2014      22         27      22.45  0.03  66.86  16.03   69.3
 05.03.2014       7         46       7.77  1.07   68.5 265.79  57.71
 05.03.2014      10         17      10.28 23.39  66.59 220.89  64.05
 05.03.2014      14         22      14.37  0.77  65.92  170.9  70.08
 05.03.2014      20         19      20.32 22.33   67.8  22.22  70.54
 06.03.2014      12         41      12.68  1.86  66.59 220.89  64.05
 06.03.2014      18          0      18.00  2.22  66.71 128.92  71.59
 08.03.2014       5          3       5.05  2.55  69.98 308.27  64.17
 08.03.2014       6         14       6.23 23.23   73.6 263.99  64.32
 08.03.2014       9         28       9.47  0.11  67.47 238.77  61.76
 08.03.2014      21         44      21.73 23.86  71.89   19.2   74.5
 10.03.2014       7         49       7.82 23.04  69.42 245.52  62.48
 10.03.2014      10         39      10.65 23.02  70.87 216.35  70.14
 10.03.2014      13         27      13.45  1.84  70.87 216.35  70.14
 11.03.2014       8         31       8.52 23.19  67.47 238.77  61.76
 11.03.2014      16         25      16.42  0.57  66.71 128.92  71.59
 12.03.2014      13         57      13.95  1.83  70.64 203.38  71.32
 12.03.2014      23          4      23.07  1.18  64.41  23.53  68.02
 13.03.2014       3         31       3.52   1.4  65.75 314.56  61.16
 13.03.2014       9         47       9.78 22.92  66.59 220.89  64.05
 13.03.2014      12         54      12.90  1.73  67.65 214.78  66.56
 14.03.2014       5         23       5.38 22.68   68.5 265.79  57.71
 14.03.2014       8         11       8.18 20.58  70.87 216.35  70.14
 14.03.2014      10         48      10.80  0.91  69.85 233.31  65.26
 14.03.2014      21          5      21.08  2.54  69.34   80.7  73.53
 15.03.2014       0         19       0.32  2.57  68.19  25.79  71.09
 15.03.2014       5         44       5.73 23.04   68.5 265.79  57.71
 15.03.2014      20          7      20.12   1.6  69.34   80.7  73.53
 16.03.2014       4         14       4.23  1.77  69.98 308.27  64.17
 16.03.2014       7         46       7.77 21.21  71.57 226.23  68.41
 17.03.2014      20         58      20.97 23.29  68.19  25.79  71.09
 18.03.2014       5         24       5.40  1.37   66.7  291.6   58.1
 18.03.2014       7         39       7.65  0.01     67 256.32  58.22
 19.03.2014       8         29       8.48 21.65  66.59 220.89  64.05
 19.03.2014      18         40      18.67   0.2  69.34   80.7  73.53
 20.03.2014       5         35       5.58  1.57   66.7  291.6   58.1
 20.03.2014       9         53       9.88     0  69.85 233.31  65.26
 20.03.2014      22         35      22.58  0.91  68.19  25.79  71.09
 21.03.2014       3          8       3.13   0.7  69.98 308.27  64.17
 21.03.2014       6         13       6.22 23.55   68.5 265.79  57.71
 21.03.2014      11         23      11.38  0.57  66.59 220.89  64.05
 21.03.2014      15         24      15.40  0.52  65.67 147.89  70.62
 22.03.2014      13         28      13.47 23.88  65.92  170.9  70.08
 23.03.2014       5         51       5.85 23.19   68.5 265.79  57.71
 25.03.2014      19         15      19.25 21.57  71.89   19.2   74.5
 25.03.2014      22         51      22.85  1.09  64.41  23.53  68.02
 26.03.2014       7          9       7.15 22.72  67.48 248.89  58.77
 26.03.2014      19         20      19.33 21.77  68.19  22.22  70.54
 27.03.2014       9          3       9.05 23.77  67.47 238.77  61.76
 28.03.2014       8         48       8.80 23.52  67.47 238.77  61.76
 28.03.2014      18         42      18.70  0.31  69.34   80.7  73.53
 28.03.2014      22         40      22.67  0.63  67.07  16.03   69.3
 29.03.2014       1         30       1.50 23.19  67.41 310.32     62
 29.03.2014       9         51       9.85  0.59  67.47 238.77  61.76
 30.03.2014       0          6       0.10  2.49  66.82  22.96  69.86
 30.03.2014      10         25      10.42  0.48  60.12 227.05  56.81
 30.03.2014      20         21      20.35  0.72  65.95  61.21   69.6
 31.03.2014       8          1       8.02 22.07  60.12 227.05  56.81
 31.03.2014      11         59      11.98  0.87  67.65 214.78  66.56
 01.04.2014      22          2      22.03  0.47  66.82  22.96  69.86
 02.04.2014      10         46      10.77  1.54  67.47 238.77  61.76
 02.04.2014      17          6      17.10 22.58  69.34   80.7  73.53
 02.04.2014      20         49      20.82 23.19  71.89   19.2   74.5
 03.04.2014       3         38       3.63 23.79  72.21 291.48  63.75
 03.04.2014       6         55       6.92 20.98  60.12 227.05  56.81
 03.04.2014      10          3      10.05  23.3  66.59 220.89  64.05
 03.04.2014      14          9      14.15 23.33  65.67 147.89  70.62
 03.04.2014      22         47      22.78  1.02   67.8  22.22  70.54
 04.04.2014       7         58       7.97 23.64  60.64 247.03  53.35
 04.04.2014      12         17      12.28  1.17  67.65 214.78  66.56
 05.04.2014       6         35       6.58 21.89  69.42 245.52  62.48
 05.04.2014       7         54       7.90  23.2  69.42 245.52  62.48
 05.04.2014       8         50       8.83  0.13  69.42 245.52  62.48
 05.04.2014      16         39      16.65  1.87  65.67 147.89  70.62
 05.04.2014      21         28      21.47 23.67  64.03  20.42  67.84
 07.04.2014       0          8       0.13  1.99  66.86  16.03   69.3
 07.04.2014       6         36       6.60 22.22  67.48 248.89  58.77
 07.04.2014      19         53      19.88  0.34  65.95  61.21   69.6
 07.04.2014      23         31      23.52  1.39  66.86  16.03   69.3
 08.04.2014       2         10       2.17 23.92  67.41 310.32     62
 08.04.2014      10          1      10.02  0.82  67.47 238.77  61.76
 08.04.2014      12         44      12.73  0.69  70.64 203.38  71.32
 08.04.2014      14         28      14.47  1.25  65.37 180.63  68.88
 09.04.2014       6         31       6.52 21.84  69.42 245.52  62.48
 09.04.2014      10         19      10.32  1.66  69.42 245.52  62.48
 09.04.2014      14         23      14.38  2.62  70.87 216.35  70.14
 09.04.2014      15         38      15.63 23.66  66.71 128.92  71.59
 11.04.2014       7         10       7.17  0.57   68.5 265.79  57.71
 11.04.2014      10          9      10.15  22.2  70.64 203.38  71.32
 11.04.2014      15          7      15.12  1.82  65.37 180.63  68.88
 12.04.2014      23         38      23.63  1.96  66.65  18.94  69.66
 13.04.2014       8         33       8.55 21.82  66.59 220.89  64.05
 13.04.2014      13         32      13.53   1.4  70.64 203.38  71.32
 14.04.2014       6         10       6.17 20.98  67.47 238.77  61.76
 14.04.2014      21         16      21.27 23.62   67.8  22.22  70.54
 15.04.2014       2         27       2.45  0.52  65.75 314.56  61.16
 15.04.2014       6          8       6.13 21.48  69.42 245.52  62.48
 15.04.2014       9         42       9.70  1.07  69.42 245.52  62.48
 16.04.2014      10          1      10.02   1.7  67.48 248.89  58.77
 16.04.2014      11          8      11.13   2.5  69.42 245.52  62.48
 16.04.2014      23          2      23.03  1.55   65.6   23.7  69.46
 17.04.2014       5         14       5.23  20.6  69.42 245.52  62.48
 17.04.2014      18         29      18.48 23.36  67.35  66.83  71.16
 18.04.2014      10          3      10.05 23.38  66.59 220.89  64.05
 18.04.2014      22         56      22.93 20.75  69.98 308.27  64.17
 19.04.2014       0         31       0.52  2.85   67.8  22.22  70.54
 19.04.2014       4          0       4.00  1.78  67.41 310.32     62
 19.04.2014       7         21       7.35    23  67.48 248.89  58.77
 20.04.2014      14         49      14.82  1.51  65.37 180.63  68.88
 20.04.2014      21         31      21.52  0.09   65.6   23.7  69.46
 21.04.2014       8         10       8.17 21.06  65.45 212.57  65.12
 22.04.2014      19         48      19.80  0.75  67.35  66.83  71.16
 23.04.2014       9         25       9.42 21.99  70.87 216.35  70.14
 24.04.2014       6         48       6.80 22.47  67.48 248.89  58.77
 24.04.2014      10         15      10.25  23.2  65.45 212.57  65.12
 24.04.2014      15         20      15.33     2  65.37 180.63  68.88
 24.04.2014      17         55      17.92  2.42  66.71 128.92  71.59
 24.04.2014      22          3      22.05  0.08  66.86  16.03   69.3
 25.04.2014       2         25       2.42  0.52  65.75 314.56  61.16
 25.04.2014      11         59      11.98  1.27  66.59 220.89  64.05
 25.04.2014      21          5      21.08  23.7   65.6   23.7  69.46
 26.04.2014       5         13       5.22  22.7   68.5 265.79  57.71
 27.04.2014      22         39      22.65  1.29  68.19  22.22  70.54
 28.04.2014       3          8       3.13  0.95  67.41 310.32     62
 28.04.2014       5         19       5.32 20.72  69.42 245.52  62.48
 28.04.2014       9         38       9.63 22.59  65.45 212.57  65.12
 28.04.2014      22         57      22.95  1.59  68.19  22.22  70.54
 29.04.2014      23         19      23.32  1.59  66.37  18.94  69.66
 01.05.2014       4         57       4.95   1.1   66.7  291.6   58.1
 02.05.2014       3          5       3.08  0.91  67.41 310.32     62
 04.05.2014       3         21       3.35  1.45  65.75 314.56  61.16
 04.05.2014      14         22      14.37  2.04  70.64 203.38  71.32
 04.05.2014      22         43      22.72   1.2  66.65  18.94  69.66
 05.05.2014       3         15       3.25  1.35  65.75 314.56  61.16
 06.05.2014       5         23       5.38 22.88   68.5 265.79  57.71
 06.05.2014       6         46       6.77 22.15  69.42 245.52  62.48
 06.05.2014      11          3      11.05  1.94  67.47 238.77  61.76
 07.05.2014      13         32      13.53   2.6  66.59 220.89  64.05
 07.05.2014      22         28      22.47  1.16  68.19  22.22  70.54
 10.05.2014       3         28       3.47  1.57  65.75 314.56  61.16
 11.05.2014       0          5       0.08  2.46  64.03  20.42  67.84
 11.05.2014       9         35       9.58  0.49  67.47 238.77  61.76
 11.05.2014      15         45      15.75 20.05  67.35  66.83  71.16
 11.05.2014      17         40      17.67  2.14  66.71 128.92  71.59
 11.05.2014      22         29      22.48  0.25  63.75   12.5  66.11
 12.05.2014       4         41       4.68   2.5  67.41 310.32     62
 12.05.2014      20          9      20.15 22.91  68.19  22.22  70.54
 13.05.2014       6          0       6.00  2.14   66.7  291.6   58.1
 16.05.2014       2         28       2.47  0.32  67.41 310.32     62
 17.05.2014       1         28       1.47 23.38  67.41 310.32     62
 19.05.2014       3         37       3.62 23.78   66.7  291.6   58.1
 20.05.2014      11         32      11.53  2.38  67.47 238.77  61.76
 22.05.2014      22          0      22.00  0.71   65.6   23.7  69.46
 22.05.2014      23         31      23.52  2.22  66.82  22.96  69.86
 24.05.2014       3          1       3.02  0.84  67.41 310.32     62
 24.05.2014       6         26       6.43 21.81  69.42 245.52  62.48
 24.05.2014      23         47      23.78  2.48  68.19  22.22  70.54
 25.05.2014       4         35       4.58 22.04  66.16 265.36  56.38
 25.05.2014      16         41      16.68 22.05  69.34   80.7  73.53
 26.05.2014       0         26       0.43  22.3  71.43 308.27  64.17
 27.05.2014      18         49      18.82   0.7  69.34   80.7  73.53
 29.05.2014       8         55       8.92  0.63  67.48 248.89  58.77
 30.05.2014       8         36       8.60  22.2  71.57 226.23  68.41
 30.05.2014      15         48      15.80 20.91  69.34   80.7  73.53
 02.06.2014      23         36      23.60  1.93  66.37  16.03   69.3
 04.06.2014       9         22       9.37  1.08  67.48 248.89  58.77
 04.06.2014      15          9      15.15  2.63  70.64 203.38  71.32
 04.06.2014      19         25      19.42  0.47  67.35  66.83  71.16
 04.06.2014      21         12      21.20  2.27  67.35  66.83  71.16
 05.06.2014       4         45       4.75  0.87   66.7  291.6   58.1
 05.06.2014      21         39      21.65  2.71  67.35  66.83  71.16
 06.06.2014      19         52      19.87  0.94  67.35  66.83  71.16
 07.06.2014      17          1      17.02 22.43  69.34   80.7  73.53
 07.06.2014      22         39      22.65  1.33   65.6  23.05  69.02
 08.06.2014       3         49       3.82  0.56  60.48 299.54   53.3
 08.06.2014      17         53      17.88 22.68  67.35  66.83  71.16
 09.06.2014       5         25       5.42 22.86   68.5 265.79  57.71
 09.06.2014       9         11       9.18 22.51  66.59 220.89  64.05
 10.06.2014       7         47       7.78  0.23     67 256.32  58.22
 11.06.2014       9         44       9.73   0.6  67.47 238.77  61.76
 11.06.2014      14         41      14.68  1.21  65.37 180.63  68.88
 11.06.2014      19         35      19.58   1.5  69.34   80.7  73.53
 14.06.2014       0         40       0.67  2.68  66.86  16.03   69.3
 14.06.2014      11          5      11.08 23.61  70.87 216.35  70.14
 15.06.2014       8         26       8.43 23.23  67.47 238.77  61.76
 16.06.2014      23         48      23.80  2.27  66.65  18.94  69.66
 17.06.2014       3         51       3.85 23.93   66.7  291.6   58.1
 17.06.2014       6          7       6.12 23.49  66.16 265.36  56.38
 17.06.2014      10         56      10.93   2.6  67.48 248.89  58.77
 18.06.2014       6         16       6.27  2.32   66.7  291.6   58.1
 19.06.2014       6         44       6.73  0.08  66.16 265.36  56.38
 19.06.2014      20          0      20.00  0.66  65.95  61.21   69.6
 20.06.2014      14         40      14.67  2.12  70.64 203.38  71.32
 21.06.2014       5         29       5.48  1.54   66.7  291.6   58.1
 21.06.2014       6         57       6.95  0.32   68.5 265.79  57.71
 22.06.2014      21         15      21.25 23.98  68.19  22.22  70.54
 23.06.2014      23         25      23.42  1.85   67.8  18.94  69.66
 24.06.2014       3         12       3.20   1.2  65.75 314.56  61.16
 25.06.2014       7          9       7.15 22.73  67.48 248.89  58.77
 26.06.2014       9          6       9.10  0.73  67.48 248.89  58.77
 26.06.2014      13         33      13.55  2.45  66.59 220.89  64.05
 28.06.2014       9         52       9.87  0.67  67.47 238.77  61.76
 29.06.2014       7         10       7.17  0.48  66.16 265.36  56.38
 29.06.2014      23         53      23.88  1.89  66.86  16.03   69.3
 30.06.2014       5          3       5.05  2.73  67.41 310.32     62
 02.07.2014      12         36      12.60  1.67  66.59 220.89  64.05
 03.07.2014       4         46       4.77  0.79   66.7  291.6   58.1
 04.07.2014       8         24       8.40 23.66  69.42 245.52  62.48
 06.07.2014      22         39      22.65  1.63  73.53   15.6     77
 08.07.2014       2         25       2.42 22.57  72.21 291.48  63.75
 08.07.2014      12         48      12.80   2.1  71.57 226.23  68.41
 08.07.2014      20         12      20.20  1.16  67.35  66.83  71.16
 09.07.2014       6          3       6.05 23.35  66.16 265.36  56.38
 10.07.2014       5         38       5.63 22.97   68.5 265.79  57.71
 10.07.2014       7         18       7.30 22.98  64.28 248.79  56.66
 10.07.2014      12          4      12.07  1.19  66.59 220.89  64.05
 11.07.2014       7         37       7.62 22.84  69.42 245.52  62.48
 11.07.2014       8         55       8.92 22.12  66.59 220.89  64.05
 11.07.2014      18         46      18.77  0.49  69.34   80.7  73.53
 13.07.2014      22         43      22.72  0.71  66.86  16.03   69.3
 15.07.2014       6         58       6.97  0.27   68.5 265.79  57.71
 15.07.2014      19         13      19.22 20.16  77.34 341.37  76.77
 16.07.2014       5         27       5.45  1.44   66.7  291.6   58.1
 16.07.2014      12          7      12.12  1.51  71.57 226.23  68.41
 17.07.2014      18         58      18.97 23.83  67.35  66.83  71.16
 22.07.2014      14         28      14.47  0.96  65.37 180.63  68.88
 22.07.2014      22         24      22.40  0.37  66.86  16.03   69.3
 23.07.2014      20          6      20.10 22.49   67.8  18.94  69.66
 23.07.2014      21         20      21.33 23.94  68.19  22.22  70.54
 25.07.2014       3         38       3.63  1.29  67.41 310.32     62
 25.07.2014       6         58       6.97  0.23  66.16 265.36  56.38
 26.07.2014       5          9       5.15  1.14   66.7  291.6   58.1
 27.07.2014       5          0       5.00  0.99   66.7  291.6   58.1
 28.07.2014       5         37       5.62   1.6   66.7  291.6   58.1
 28.07.2014      10         32      10.53 23.76  66.59 220.89  64.05
 28.07.2014      13          6      13.10  2.36  71.57 226.23  68.41
 28.07.2014      15          7      15.12  1.03  65.92  170.9  70.08
 28.07.2014      21         36      21.60  0.08  71.89   19.2   74.5
 29.07.2014       3         16       3.27  0.87  73.99 306.43  67.93
 29.07.2014       8         46       8.77 21.18  70.87 216.35  70.14
 30.07.2014       0         11       0.18  2.69  68.19  22.22  70.54
 30.07.2014      10         47      10.78 23.23  70.87 216.35  70.14
 01.08.2014      10         29      10.48 23.32  65.79 212.57  65.12
 01.08.2014      21         46      21.77  0.12   67.8  22.22  70.54
 02.08.2014       2          4       2.07  0.06  65.75 314.56  61.16
 02.08.2014       5         44       5.73  1.72   66.7  291.6   58.1
 02.08.2014       9         48       9.80   2.2     67 256.32  58.22
 03.08.2014       3         35       3.58  1.25  67.41 310.32     62
 03.08.2014      18          5      18.08 22.79  67.35  66.83  71.16
 03.08.2014      23         58      23.97  2.47  66.82  22.96  69.86
 04.08.2014       1         54       1.90 23.91  65.75 314.56  61.16
 04.08.2014      18         49      18.82 23.64  67.35  66.83  71.16
 04.08.2014      21         14      21.23  0.16  64.77  33.08  68.25
 04.08.2014      23         54      23.90  2.41  68.19  22.22  70.54
 05.08.2014       5         16       5.27 22.58  66.16 265.36  56.38
 05.08.2014      10         49      10.82  0.04  66.59 220.89  64.05
 06.08.2014       2         31       2.52  0.49  65.75 314.56  61.16
 06.08.2014      10         58      10.97  0.18  66.59 220.89  64.05
 06.08.2014      16         12      16.20 21.22  74.55  76.54   79.3
 06.08.2014      19         19      19.32  0.18  67.35  66.83  71.16
 07.08.2014       5         13       5.22  1.22   66.7  291.6   58.1
 07.08.2014       9         12       9.20 23.93  67.47 238.77  61.76
