      date        h         min      t_sum  MLT   MLAT   GLON   GLAT
 07.08.2014      11         45      11.75  0.92  66.59 220.89  64.05
 08.08.2014       5         33       5.55 22.89   68.5 265.79  57.71
 09.08.2014       7         36       7.60  0.88  66.16 265.36  56.38
 10.08.2014       7         39       7.65  0.97   68.5 265.79  57.71
 12.08.2014      14         32      14.53  2.56  70.87 216.35  70.14
 12.08.2014      22         15      22.25   2.7  65.95  61.21   69.6
 13.08.2014       2         26       2.43  0.43  65.75 314.56  61.16
 13.08.2014       6         49       6.82 23.18     67 256.32  58.22
 14.08.2014       9         15       9.25 23.43  69.85 233.31  65.26
 14.08.2014      21         49      21.82  0.36  68.19  22.22  70.54
 15.08.2014       1         54       1.90 23.57  69.98 308.27  64.17
 15.08.2014      22         14      22.23  0.77  68.19  22.22  70.54
 17.08.2014      13         14      13.23  0.08  65.37 180.63  68.88
 18.08.2014       6          5       6.08 23.42  66.16 265.36  56.38
 19.08.2014       9         37       9.62  0.39  67.47 238.77  61.76
 20.08.2014      20         45      20.75  2.41  74.55  76.54   79.3
 20.08.2014      23         56      23.93  1.84  66.86  16.03   69.3
 22.08.2014       2         22       2.37  0.39  65.75 314.56  61.16
 22.08.2014       4          9       4.15  2.15  65.75 314.56  61.16
 22.08.2014      11         57      11.95  2.69  67.47 238.77  61.76
 23.08.2014       2         50       2.83  0.58  67.41 310.32     62
 23.08.2014       5         36       5.60 22.96  66.16 265.36  56.38
 24.08.2014       9         50       9.83  1.47  67.48 248.89  58.77
 26.08.2014      10         13      10.22 23.17  67.65 214.78  66.56
 27.08.2014       4          4       4.07  2.09  65.75 314.56  61.16
 27.08.2014      22         50      22.83  0.29  62.61  10.99  64.94
 28.08.2014      10         10      10.17     0  63.93  224.9   60.7
 28.08.2014      19         50      19.83 22.37   65.6   23.7  69.46
 29.08.2014       1         23       1.38 23.46  65.75 314.56  61.16
 29.08.2014       4         41       4.68 22.09  66.16 265.36  56.38
 29.08.2014      18         39      18.65  0.37  69.34   80.7  73.53
 29.08.2014      23          3      23.05  0.64  63.75   12.5  66.11
 30.08.2014       1         20       1.33 23.41  65.75 314.56  61.16
 30.08.2014       3         34       3.57  1.61  65.75 314.56  61.16
 30.08.2014       8         34       8.57 22.37  63.93  224.9   60.7
 30.08.2014      16         56      16.93 22.41  69.34   80.7  73.53
 30.08.2014      19         47      19.78 22.36  66.82  22.96  69.86
 31.08.2014       1         42       1.70 23.77  65.75 314.56  61.16
 31.08.2014       5         47       5.78 23.19  66.16 265.36  56.38
 31.08.2014       6         48       6.80  0.19  66.16 265.36  56.38
 31.08.2014       9         23       9.38 22.21   71.5 216.35  70.14
 31.08.2014      16         17      16.28  0.41  66.71 128.92  71.59
 01.09.2014       1         13       1.22  23.3  65.75 314.56  61.16
 01.09.2014       4         17       4.28 22.55  75.99 273.77  66.52
 01.09.2014       6          2       6.03 23.44  66.16 265.36  56.38
 01.09.2014       9         46       9.77 23.07  66.59 220.89  64.05
 01.09.2014      13         31      13.52  2.66  66.59 220.89  64.05
 01.09.2014      18         49      18.82  0.56  69.34   80.7  73.53
 02.09.2014       5         31       5.52 22.97   68.5 265.79  57.71
 02.09.2014      12         41      12.68 23.19  65.92  170.9  70.08
 02.09.2014      20         45      20.75  1.24  65.95  61.21   69.6
 03.09.2014       1         12       1.20 23.01  67.41 310.32     62
 03.09.2014       4         45       4.75   2.8  65.75 314.56  61.16
 03.09.2014      21          7      21.12 23.25  67.07  16.03   69.3
 04.09.2014       0         17       0.28  2.29  65.74  16.03   69.3
 04.09.2014       8         27       8.45 21.41  67.65 214.78  66.56
 04.09.2014      22         49      22.82  1.35  68.19  22.22  70.54
 05.09.2014       6         17       6.28 21.12  67.47 238.77  61.76
 05.09.2014       8         56       8.93  2.35  66.16 265.36  56.38
 06.09.2014       6         38       6.63  0.06  66.16 265.36  56.38
 06.09.2014      19         49      19.82 22.76  73.53   15.6     77
 07.09.2014       0         17       0.28   2.3  65.74  16.03   69.3
 07.09.2014       5         49       5.82 22.23   63.8 254.74   55.2
 08.09.2014       7          6       7.10 22.49  69.42 245.52  62.48
 09.09.2014       4         55       4.92 22.41   68.5 265.79  57.71
 09.09.2014      10          6      10.10 23.12  67.65 214.78  66.56
 09.09.2014      18          5      18.08 22.94  67.35  66.83  71.16
 09.09.2014      20          5      20.08  1.84  69.34   80.7  73.53
 09.09.2014      23         32      23.53  1.47  66.86  16.03   69.3
 10.09.2014      10         50      10.83 23.86  67.65 214.78  66.56
 10.09.2014      23         15      23.25   1.1  63.82   12.5  66.11
 12.09.2014       0         37       0.62  2.54  66.86  16.03   69.3
 12.09.2014       9         22       9.37 23.26  63.93  224.9   60.7
 12.09.2014      13         21      13.35  2.78  66.24 220.89  64.05
 12.09.2014      20         19      20.32 22.91  68.19  22.22  70.54
 13.09.2014       4         13       4.22  0.49  72.21 291.48  63.75
 16.09.2014       9         32       9.53  0.97  69.42 245.52  62.48
 16.09.2014      17         48      17.80 23.54  69.34   80.7  73.53
 16.09.2014      22         52      22.87 20.66  69.98 308.27  64.17
 18.09.2014      22         19      22.32  0.45  67.07  16.03   69.3
 19.09.2014      12         46      12.77  2.31  66.24 220.89  64.05
 19.09.2014      16         54      16.90 21.69  67.35  66.83  71.16
 19.09.2014      22         35      22.58  0.64  65.74  16.03   69.3
 20.09.2014       3         21       3.35  1.51  65.75 314.56  61.16
 20.09.2014      14         33      14.55  1.58  65.37 180.63  68.88
 21.09.2014       3         25       3.42   1.3  67.41 310.32     62
 21.09.2014      21         50      21.83  0.31  71.89   19.2   74.5
 22.09.2014       4         15       4.25  2.13  67.41 310.32     62
 22.09.2014       9         14       9.23  2.75  66.16 265.36  56.38
 22.09.2014      12         11      12.18  1.21  65.45 212.57  65.12
 22.09.2014      19         25      19.42   1.2  69.34   80.7  73.53
 23.09.2014       0          6       0.10  2.05  66.86  16.03   69.3
 23.09.2014       7         14       7.23  22.2  67.47 238.77  61.76
 23.09.2014       9         38       9.63 23.05  66.59 220.89  64.05
 23.09.2014      11         19      11.32 22.55  65.37 180.63  68.88
 23.09.2014      16         57      16.95  1.44  66.71 128.92  71.59
 23.09.2014      21         49      21.82  0.13  65.19  20.77  69.06
 24.09.2014       4         24       4.40  2.57  65.75 314.56  61.16
 24.09.2014       7         37       7.62 22.01  69.85 233.31  65.26
 24.09.2014      12         49      12.82  0.03  65.37 180.63  68.88
 24.09.2014      22         37      22.62   0.9  64.03  20.42  67.84
 25.09.2014       2         19       2.32  2.39  71.63 338.03  70.48
 25.09.2014       5         11       5.18  1.52  72.21 291.48  63.75
 25.09.2014       7         36       7.60 22.58  67.47 238.77  61.76
 25.09.2014      11         10      11.17 22.41  65.37 180.63  68.88
 25.09.2014      13          9      13.15 23.84  65.92  170.9  70.08
 25.09.2014      17         46      17.77 22.67  67.35  66.83  71.16
 25.09.2014      22         16      22.27  0.48  66.37  18.94  69.66
 26.09.2014       4         18       4.30  2.48  65.75 314.56  61.16
 26.09.2014       7         22       7.37 22.35  67.47 238.77  61.76
 26.09.2014      10         34      10.57  0.02  66.59 220.89  64.05
 26.09.2014      18         36      18.60 21.13  71.89   19.2   74.5
 27.09.2014       0         12       0.20 21.99  69.98 308.27  64.17
 27.09.2014       9         34       9.57 23.17  66.24 220.89  64.05
 27.09.2014      14         19      14.32 22.77  66.71 128.92  71.59
 28.09.2014       5         23       5.38 22.96  66.16 265.36  56.38
 28.09.2014       6         38       6.63  0.26   68.5 265.79  57.71
 28.09.2014      15         34      15.57  2.68  65.37 180.63  68.88
 28.09.2014      16         44      16.73 22.45  69.34   80.7  73.53
 28.09.2014      19         18      19.30 21.89   65.6   23.7  69.46
 29.09.2014       1         35       1.58 23.47  67.41 310.32     62
 29.09.2014       3          4       3.07 23.34   66.7  291.6   58.1
 29.09.2014       7          3       7.05 20.81  71.57 226.23  68.41
 29.09.2014      10         45      10.75  0.38  66.24 220.89  64.05
 29.09.2014      19         16      19.27   0.2  67.35  66.83  71.16
 29.09.2014      21         11      21.18  2.08  67.35  66.83  71.16
 29.09.2014      23         14      23.23   1.3  65.74  16.03   69.3
 30.09.2014       0         22       0.37  2.92  68.19  22.22  70.54
 30.09.2014      10         58      10.97  0.99  63.93  224.9   60.7
 30.09.2014      14          9      14.15  1.36  65.37 180.63  68.88
 01.10.2014       5         31       5.52 23.12  66.16 265.36  56.38
 01.10.2014      10         26      10.43  2.39  66.39 248.89  58.77
 01.10.2014      15         35      15.58  2.74  65.37 180.63  68.88
 01.10.2014      21         44      21.73 23.82  65.74  16.03   69.3
 02.10.2014       2         10       2.17  0.35  65.75 314.56  61.16
 02.10.2014       3         23       3.38  1.32  67.41 310.32     62
 02.10.2014       8          2       8.03 23.05  67.47 238.77  61.76
 02.10.2014      16         23      16.38   0.9  66.71 128.92  71.59
 02.10.2014      23         31      23.52 21.68  65.75 314.56  61.16
 03.10.2014       7          9       7.15 23.85     67 256.32  58.22
 03.10.2014      17         21      17.35 23.15  69.34   80.7  73.53
 04.10.2014      21         25      21.42  1.94  65.95  61.21   69.6
 06.10.2014      21         24      21.40     0  68.19  22.22  70.54
 07.10.2014       3          2       3.03  1.27  65.75 314.56  61.16
 08.10.2014       4         27       4.45 22.27  72.45 267.89  62.82
 08.10.2014      10         23      10.38  23.9  66.59 218.84  64.78
 08.10.2014      16         49      16.82 22.62  69.34   80.7  73.53
 09.10.2014      20          8      20.13 22.75  66.82  22.96  69.86
 10.10.2014       2         47       2.78  1.02  65.75 314.56  61.16
 10.10.2014      15         47      15.78  0.36  66.71 128.92  71.59
 10.10.2014      19         41      19.68  0.24  65.95  61.21   69.6
 11.10.2014       4         15       4.25   2.5  65.75 314.56  61.16
 12.10.2014       9         33       9.55 23.08  66.59 220.89  64.05
 12.10.2014      11         42      11.70   1.3  66.59 220.89  64.05
 13.10.2014      16         54      16.90 22.73  69.34   80.7  73.53
 13.10.2014      20         17      20.28  0.82  65.95  61.21   69.6
 14.10.2014       8         24       8.40 23.49  67.47 238.77  61.76
 14.10.2014      14         18      14.30 22.99  66.71 128.92  71.59
 14.10.2014      20         58      20.97 23.07  65.74  16.03   69.3
 15.10.2014       0         37       0.62  2.24  63.75   12.5  66.11
 15.10.2014      10         14      10.23 23.79  66.59 218.84  64.78
 15.10.2014      12          0      12.00  1.63  66.59 220.89  64.05
 16.10.2014       1         31       1.52  23.7  65.75 314.56  61.16
 16.10.2014       3         47       3.78  2.05  65.75 314.56  61.16
 16.10.2014      10         56      10.93  2.05  67.47 238.77  61.76
 16.10.2014      15         29      15.48  2.31  65.92  170.9  70.08
 16.10.2014      21         27      21.45  1.96  65.95  61.21   69.6
 17.10.2014       9         16       9.27  0.35  67.47 238.77  61.76
 17.10.2014      11         18      11.30  0.92  66.59 218.84  64.78
 17.10.2014      15          8      15.13 23.81  66.71 128.92  71.59
 17.10.2014      19         11      19.18  0.12  67.35  66.83  71.16
 17.10.2014      20         45      20.75 23.25  71.89   19.2   74.5
 17.10.2014      22         50      22.83  1.36   65.6   23.7  69.46
 18.10.2014       2         55       2.92 23.34  72.21 291.48  63.75
 18.10.2014       8         47       8.78  0.88  64.28 248.79  56.66
 18.10.2014       9         47       9.78 22.94  65.45 212.57  65.12
 18.10.2014      14          6      14.10  2.56  65.59 199.56  66.97
 19.10.2014       6         40       6.67  0.42  66.16 265.36  56.38
 19.10.2014      11         39      11.65   1.3  66.59 218.84  64.78
 20.10.2014       1         10       1.17  1.24  71.63 338.03  70.48
 20.10.2014       5          0       5.00  0.44  65.01 282.38  53.79
 20.10.2014       8         36       8.60  0.71  64.28 248.79  56.66
 21.10.2014       4         12       4.20  0.56   66.7  291.6   58.1
 21.10.2014       8         59       8.98 22.57  66.59 220.89  64.05
 21.10.2014      10         56      10.93 23.79  70.87 211.21  70.36
 21.10.2014      13         19      13.32  0.28  65.92  170.9  70.08
 21.10.2014      18         30      18.50 21.11   65.6   23.7  69.46
 21.10.2014      21         56      21.93  0.14  66.37  18.94  69.66
 22.10.2014       4         16       4.27  2.28  67.41 310.32     62
 22.10.2014       6         44       6.73 22.87  66.39 248.89  58.77
 22.10.2014      10         46      10.77  0.39  66.59 218.84  64.78
 23.10.2014       2         13       2.22  0.09  69.98 308.27  64.17
 23.10.2014       6         32       6.53 22.25  69.42 245.52  62.48
 23.10.2014       8         58       8.97 22.11   71.5 216.35  70.14
 23.10.2014      10         58      10.97 22.39  65.37 180.63  68.88
 23.10.2014      18         31      18.52 23.46  67.35  66.83  71.16
 23.10.2014      23         21      23.35   1.4  65.74  16.03   69.3
 24.10.2014       7         13       7.22 22.42  67.47 238.77  61.76
 24.10.2014       8          9       8.15 23.85  69.42 245.52  62.48
 24.10.2014      12          3      12.05  1.76  66.59 220.89  64.05
 24.10.2014      22         52      22.87  1.23  66.65  18.94  69.66
 25.10.2014       0         31       0.52  2.56  65.74  16.03   69.3
 25.10.2014       4          5       4.08  2.38  65.75 314.56  61.16
 25.10.2014       8          7       8.12 22.04  71.57 226.23  68.41
 25.10.2014      11         26      11.43  1.11  66.59 218.84  64.78
 25.10.2014      16         43      16.72 21.73  67.35  66.83  71.16
 25.10.2014      18         48      18.80  0.53  74.55  76.54   79.3
 26.10.2014       1         52       1.87  1.98  71.63 338.03  70.48
 26.10.2014       5         45       5.75  23.5  66.16 265.36  56.38
 26.10.2014       8         58       8.97  21.4  65.59 199.56  66.97
 26.10.2014      11         32      11.53  0.04  65.59 199.56  66.97
 26.10.2014      18         53      18.88 21.52  68.19  22.22  70.54
 27.10.2014       0         47       0.78  2.73  66.86  16.03   69.3
 27.10.2014       1         57       1.95 23.88  67.41 310.32     62
 27.10.2014       6         52       6.87 23.74     67 256.32  58.22
 27.10.2014      16         15      16.25  0.95  66.71 128.92  71.59
 27.10.2014      20          1      20.02 22.42  66.65  18.94  69.66
 28.10.2014       4          1       4.02  2.31  65.75 314.56  61.16
 28.10.2014       7         32       7.53 20.77   71.5 216.35  70.14
 28.10.2014      18         27      18.45 21.09  68.19  22.22  70.54
 29.10.2014       0         51       0.85  2.79  66.86  16.03   69.3
 29.10.2014       7         36       7.60 20.84   71.5 216.35  70.14
 29.10.2014      14         57      14.95 23.76  66.71 128.92  71.59
 30.10.2014       2         27       2.45  0.42  67.41 310.32     62
 30.10.2014       8         28       8.47 21.67   71.5 216.35  70.14
 31.10.2014       7         50       7.83 21.07   71.5 216.35  70.14
 02.11.2014      12         28      12.47  1.79   71.5 216.35  70.14
 02.11.2014      17         33      17.55  2.17  66.71 128.92  71.59
 03.11.2014       2         31       2.52  0.48  67.41 310.32     62
 04.11.2014       7         17       7.28  2.96   69.6 281.92  58.47
 04.11.2014      16         57      16.95  1.61  66.71 128.92  71.59
 04.11.2014      18         48      18.80  21.4  68.19  22.22  70.54
 04.11.2014      20         43      20.72 23.22   65.6   23.7  69.46
 05.11.2014       1         21       1.35  23.5  65.75 314.56  61.16
 05.11.2014       3         41       3.68 21.39   68.5 265.79  57.71
 05.11.2014       9         26       9.43  21.9  65.59 199.56  66.97
 05.11.2014      13         14      13.23 22.15  66.71 128.92  71.59
 05.11.2014      20         43      20.72 23.31  76.57  11.95  78.92
 05.11.2014      21         54      21.90 23.82  66.86  16.03   69.3
 06.11.2014       4         38       4.63  0.17   69.6 281.92  58.47
 06.11.2014       7         14       7.23 20.21  70.87 216.35  70.14
 06.11.2014      12         52      12.87  2.69  66.59 220.89  64.05
 06.11.2014      21         34      21.57  0.09  68.19  22.22  70.54
 07.11.2014       3         21       3.35  1.35  67.41 310.32     62
 07.11.2014       7          7       7.12  20.4   71.5 216.35  70.14
 07.11.2014       9         43       9.72  22.6  70.87 211.21  70.36
 07.11.2014      11         31      11.52 23.06  65.37 180.63  68.88
 07.11.2014      17         43      17.72 23.52  69.34   80.7  73.53
 07.11.2014      21         58      21.97  0.48  68.19  22.22  70.54
 08.11.2014       8         15       8.25 23.49  67.47 238.77  61.76
 08.11.2014      17         20      17.33 20.04  76.57  11.95  78.92
 08.11.2014      22         22      22.37  1.22  64.77  33.08  68.25
 09.11.2014       2         25       2.42  0.63  65.75 314.56  61.16
 09.11.2014       7         17       7.28  2.98   69.6 281.92  58.47
 09.11.2014      15         11      15.18  2.74  65.37 180.63  68.88
 09.11.2014      22         45      22.75  1.29  76.57  11.95  78.92
 10.11.2014       9          2       9.03  2.82  66.16 265.36  56.38
 10.11.2014      10         20      10.33  0.01  66.59 218.84  64.78
 11.11.2014       3         23       3.38 21.04  66.16 265.36  56.38
 11.11.2014      11         38      11.63  2.94  67.47 238.77  61.76
 11.11.2014      22         17      22.28  0.76  66.82  22.96  69.86
 12.11.2014       8         20       8.33 23.58  67.47 238.77  61.76
 12.11.2014      22          8      22.13  2.91  67.35  66.83  71.16
 13.11.2014       3         55       3.92 23.41   69.6 281.92  58.47
 13.11.2014      14         12      14.20  2.81  70.64 203.38  71.32
 14.11.2014       1         37       1.62 20.95   69.6 281.92  58.47
 14.11.2014      11         21      11.35 23.86  70.64 203.38  71.32
 14.11.2014      13          1      13.02  0.67  65.37 180.63  68.88
 14.11.2014      18         15      18.25 23.12  67.35  66.83  71.16
 14.11.2014      22         18      22.30  0.76  66.82  22.96  69.86
 15.11.2014       3         17       3.28 22.75   69.6 281.92  58.47
 15.11.2014      16         44      16.73   1.4  66.71 128.92  71.59
 15.11.2014      19         32      19.53 22.06  68.19  22.22  70.54
 15.11.2014      21         59      21.98  0.44  66.82  22.96  69.86
 16.11.2014       5         15       5.25  1.69   66.7  291.6   58.1
 16.11.2014      20         24      20.40 22.88  66.82  22.96  69.86
 16.11.2014      21         33      21.55 23.97   65.6   23.7  69.46
 17.11.2014       1         18       1.30 20.59   69.6 281.92  58.47
 17.11.2014      11         30      11.50  1.28  66.59 220.89  64.05
 17.11.2014      19         42      19.70  22.2  66.82  22.96  69.86
 17.11.2014      23         58      23.97  1.89  65.74  16.03   69.3
 18.11.2014       4          3       4.05   0.4   66.7  291.6   58.1
 18.11.2014       6         18       6.30  1.97   69.6 281.92  58.47
 18.11.2014       9         52       9.87 23.54  66.59 220.89  64.05
 18.11.2014      23          9      23.15  1.36   67.8  22.22  70.54
 19.11.2014      11         27      11.45 21.35  65.67 147.89  70.62
 19.11.2014      13         37      13.62 23.63  65.67 147.89  70.62
 19.11.2014      18          0      18.00 22.85  67.35  66.83  71.16
 20.11.2014       0         33       0.55  2.37  66.86  16.03   69.3
 20.11.2014       4          6       4.10  0.53  72.21 291.48  63.75
 20.11.2014       7         29       7.48  1.37  66.16 265.36  56.38
 20.11.2014      14         23      14.38  0.37  65.67 147.89  70.62
 21.11.2014       3         55       3.92  2.18  65.75 314.56  61.16
 21.11.2014       8         44       8.73 22.61  66.24 220.89  64.05
 21.11.2014      13         58      13.97 23.98  65.67 147.89  70.62
 21.11.2014      23          1      23.02  1.15  65.19  20.77  69.06
 22.11.2014       3         45       3.75     2  65.75 314.56  61.16
 22.11.2014       5         49       5.82 23.62  66.16 265.36  56.38
 22.11.2014       9         36       9.60 23.28  66.59 220.89  64.05
 22.11.2014      19         50      19.83  0.59  67.35  66.83  71.16
 23.11.2014       6         22       6.37 21.63  67.47 238.77  61.76
 23.11.2014       9         27       9.45 21.88  70.64 203.38  71.32
 23.11.2014      14         52      14.87  0.82  65.67 147.89  70.62
 24.11.2014       1          5       1.08  23.1  65.75 314.56  61.16
 24.11.2014       8          1       8.02  0.14  67.48 248.89  58.77
 24.11.2014      12         38      12.63  1.31  65.59 199.56  66.97
 24.11.2014      16         49      16.82  2.48  65.67 147.89  70.62
 25.11.2014       2         44       2.73  0.62  67.41 310.32     62
 25.11.2014       5          3       5.05 22.96  72.45 267.89  62.82
 25.11.2014       9         44       9.73 23.41  66.59 220.89  64.05
 25.11.2014      13         55      13.92  22.9  66.71 128.92  71.59
 25.11.2014      19         59      19.98  1.58  69.34   80.7  73.53
 26.11.2014       9         55       9.92 23.59  66.59 220.89  64.05
 26.11.2014      11         55      11.92  1.73  66.59 220.89  64.05
 27.11.2014      13         59      13.98  1.14  65.92  170.9  70.08
 27.11.2014      20         48      20.80 23.19  68.19  22.22  70.54
 01.12.2014       3         11       3.18  1.06  67.41 310.32     62
 01.12.2014      12         51      12.85  2.71  66.59 220.89  64.05
 01.12.2014      19         56      19.93  1.41  74.55  76.54   79.3
 02.12.2014       0         39       0.65  2.48  65.74  16.03   69.3
 02.12.2014       5         31       5.52     1  65.01 282.38  53.79
 02.12.2014       8         16       8.27  0.66  77.05 254.97  69.12
 02.12.2014      12         19      12.32 23.94  65.37 180.63  68.88
 03.12.2014       0         38       0.63  2.95  66.82  22.96  69.86
 03.12.2014      17         42      17.70 23.36  69.34   80.7  73.53
 03.12.2014      23         30      23.50  1.52  65.19  20.77  69.06
 04.12.2014       8         13       8.22  1.24  58.49  256.2  49.69
 04.12.2014      13         40      13.67  1.33  65.37 180.63  68.88
 04.12.2014      22         46      22.77  0.93  64.41  23.53  68.02
 05.12.2014       4         49       4.82  1.23  72.21 291.48  63.75
 05.12.2014      11         23      11.38  1.28  66.24 220.89  64.05
 05.12.2014      21         58      21.97  0.61  64.77  33.08  68.25
 06.12.2014       5         20       5.33  22.2  58.49  256.2  49.69
 06.12.2014       7         59       7.98 23.78  69.42 245.52  62.48
 06.12.2014      22         51      22.85  0.43  63.82  16.98   66.4
 07.12.2014       3         55       3.92  23.2  68.14 281.92  58.47
 07.12.2014       5          6       5.10 22.49   73.6 263.99  64.32
 07.12.2014       9          6       9.10 21.51  70.64 203.38  71.32
 08.12.2014       0         21       0.35  2.57   65.6   23.7  69.46
 08.12.2014       3         58       3.97  2.13  65.75 314.56  61.16
 08.12.2014       5         15       5.25  1.69  72.21 291.48  63.75
 08.12.2014       7         39       7.65  1.23   73.6 263.99  64.32
 08.12.2014       9         54       9.90  2.05  64.28 248.79  56.66
 08.12.2014      12          1      12.02  0.55  70.64 203.38  71.32
 08.12.2014      15         20      15.33  0.15  66.71 128.92  71.59
 08.12.2014      16         34      16.57   2.2  65.67 147.89  70.62
 08.12.2014      23          9      23.15  1.21  66.65  22.96  69.86
 09.12.2014       2         51       2.85  0.91  65.75 314.56  61.16
 09.12.2014       6         44       6.73  2.16  66.31 282.24  55.28
 09.12.2014       8         56       8.93  0.66  69.42 245.52  62.48
 09.12.2014      16         11      16.18  1.88  65.67 147.89  70.62
 09.12.2014      22         52      22.87  0.98  64.41  23.53  68.02
 10.12.2014       9          1       9.02 22.83  66.24 220.89  64.05
 10.12.2014      13         11      13.18  1.77  70.64 203.38  71.32
 10.12.2014      17         48      17.80  23.4  69.34   80.7  73.53
 11.12.2014       7         59       7.98     2  72.45 267.89  62.82
 11.12.2014      23         24      23.40  1.62  66.82  22.96  69.86
 12.12.2014       3         38       3.63 21.15   68.5 265.79  57.71
 12.12.2014       5         32       5.53 22.94   73.6 263.99  64.32
 12.12.2014      11         49      11.82  1.55  66.59 220.89  64.05
 12.12.2014      18         42      18.70 22.96  65.95  61.21   69.6
 12.12.2014      22         24      22.40  2.54  65.95  61.21   69.6
 13.12.2014       2         36       2.60   0.6  65.75 314.56  61.16
 13.12.2014       3         51       3.85  1.96  65.75 314.56  61.16
 13.12.2014       7         34       7.57 21.43  66.24 220.89  64.05
 13.12.2014      12         43      12.72  1.33  65.59 199.56  66.97
 13.12.2014      17         15      17.25  22.9  69.34   80.7  73.53
 13.12.2014      20          5      20.08 22.14   67.8  22.22  70.54
 14.12.2014       3          2       3.03 20.18   73.6 263.99  64.32
 14.12.2014      15         59      15.98  2.83  65.92  170.9  70.08
 14.12.2014      18          7      18.12  2.44  66.71 128.92  71.59
 14.12.2014      22         15      22.25  0.81  73.53   15.6     77
 15.12.2014       6         36       6.60  0.36  66.16 265.36  56.38
 15.12.2014       7         54       7.90   1.7  66.16 265.36  56.38
 15.12.2014      16         23      16.38  2.01  65.67 147.89  70.62
 15.12.2014      20         38      20.63 23.22  64.77  33.08  68.25
 16.12.2014       7         47       7.78 23.83  67.48 248.89  58.77
 16.12.2014      11         33      11.55  1.39  66.24 220.89  64.05
 16.12.2014      21         53      21.88 23.47  66.86  16.03   69.3
 16.12.2014      22         57      22.95  1.13  68.19  22.22  70.54
 17.12.2014       4          6       4.10   2.2  65.75 314.56  61.16
 17.12.2014       6         29       6.48  1.83  66.31 282.24  55.28
 17.12.2014      13          4      13.07   1.6  70.64 203.38  71.32
 17.12.2014      15         43      15.72  0.42  66.71 128.92  71.59
 18.12.2014       1         52       1.87  1.65  71.63 338.03  70.48
 18.12.2014      12         55      12.92  2.69  66.59 220.89  64.05
 18.12.2014      20         47      20.78  0.91  65.95  61.21   69.6
 18.12.2014      22          9      22.15  0.22  71.89   19.2   74.5
 19.12.2014       1         15       1.25  2.86  66.86  16.03   69.3
 19.12.2014       5         40       5.67 21.24  69.42 245.52  62.48
 19.12.2014      10          4      10.07 23.79  66.24 220.89  64.05
 19.12.2014      15         26      15.43  1.21  65.67 147.89  70.62
 19.12.2014      20          3      20.05  0.19  65.95  61.21   69.6
 20.12.2014       5         23       5.38 23.16  72.45 267.89  62.82
 20.12.2014       8         18       8.30 21.47   71.5 216.35  70.14
 20.12.2014      13          3      13.05  2.97  66.24 220.89  64.05
 20.12.2014      16         46      16.77 22.46  69.34   80.7  73.53
 20.12.2014      21         20      21.33 23.29   67.8  22.22  70.54
 21.12.2014       1         54       1.90 23.48  67.41 310.32     62
 21.12.2014       7         51       7.85 21.66  66.24 220.89  64.05
 21.12.2014       9         15       9.25  0.88  69.42 245.52  62.48
 21.12.2014      13          8      13.13  2.89  66.59 220.89  64.05
 22.12.2014       8          1       8.02  0.73   63.8 254.74   55.2
 22.12.2014      16         44      16.73  1.21  66.71 128.92  71.59
 23.12.2014      11         19      11.32  0.91  66.59 220.89  64.05
 23.12.2014      20         45      20.75 23.27  64.77  33.08  68.25
 24.12.2014       6          5       6.08 23.74   68.5 265.79  57.71
 24.12.2014       7         16       7.27 23.25  67.48 248.89  58.77
 24.12.2014      10          5      10.08 22.36  70.64 203.38  71.32
 25.12.2014       5         52       5.87 23.49   68.5 265.79  57.71
 25.12.2014      12         59      12.98   2.7  66.59 220.89  64.05
 25.12.2014      19         46      19.77 23.87  65.95  61.21   69.6
 26.12.2014       2         23       2.38  0.24  65.75 314.56  61.16
 26.12.2014       8         25       8.42  2.11  66.16 265.36  56.38
 26.12.2014      17         51      17.85  2.11  66.71 128.92  71.59
 26.12.2014      22         42      22.70  0.51  64.03  20.42  67.84
 26.12.2014      23         54      23.90  0.93  62.61  10.99  64.94
 27.12.2014       6         28       6.47 22.36  67.48 248.89  58.77
 27.12.2014      13         29      13.48  0.46  65.92  170.9  70.08
 28.12.2014       0         51       0.85  2.36  66.86  16.03   69.3
 28.12.2014      17         59      17.98 23.35  74.55  76.54   79.3
 29.12.2014       9         26       9.43  1.44  64.28 248.79  56.66
 29.12.2014      19         28      19.47  0.73  74.55  76.54   79.3
 30.12.2014       0         45       0.75  2.34  65.74  16.03   69.3
 30.12.2014       4         34       4.57  2.59  65.75 314.56  61.16
 30.12.2014       5         38       5.63 22.22     67 256.32  58.22
 30.12.2014      10         13      10.22 23.22   71.5 216.35  70.14
 30.12.2014      17         41      17.68  2.98  65.67 147.89  70.62
 30.12.2014      22         23      22.38 21.96  71.63 338.03  70.48
 31.12.2014       2          5       2.08 22.03  72.21 291.48  63.75
 31.12.2014       8         24       8.40 21.47   71.5 216.35  70.14
 31.12.2014      12         11      12.18  1.94  66.24 220.89  64.05
 31.12.2014      15         19      15.32  2.16  65.92  170.9  70.08
 01.01.2015       2         12       2.20 23.63  69.98 308.27  64.17
 01.01.2015       3         57       3.95  1.75  72.64  307.1  65.42
 01.01.2015       7         50       7.83 20.92   71.5 216.35  70.14
 01.01.2015      17          6      17.10 22.65  69.34   80.7  73.53
 01.01.2015      21         54      21.90 23.76   67.8  22.22  70.54
